smiles,BDE,Density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,Td
O=[N+]([O-])c1nnn[nH]1,265.1202271,1.827559782,8782.529697,34.56376199,6188.547639,4324.39911,706.4464475,362.1762235,116.9938174
NN=c1[nH]c([N+](=O)[O-])cn1[N+](=O)[O-],264.8383015,1.854267829,8070.832563,30.67449454,5109.280974,3519.385692,709.7167846,110.9055674,205.3092594
Nc1c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc2c1[N+](=O)[O-],264.4530792,1.925871423,8727.109696,34.96306939,6071.436273,3748.9415,617.2150464,353.8019643,252.5079772
O=[N+]([O-])c1c2[n-]o[n-]c-2c[n+](=O)[n+]1=O,264.4269879,1.902901873,8586.183556,34.01063084,6763.755344,4090.481667,579.7539382,442.5539863,192.9303281
Nc1n[nH]c2nnc3n([N+](=O)[O-])nc([N+](=O)[O-])n1-n23,264.3851345,1.935423411,8506.213506,34.39324366,5485.202534,3535.533526,668.8921454,573.9735057,224.5621043
O=[N+]([O-])c1co[n-][n+]1=O,264.3674574,1.781342197,8654.774995,31.52097452,6802.287394,4446.646544,621.5760916,164.6875701,150.0290446
Nc1[nH]c(=N[N+](=O)[O-])n(N)c1[N+](=O)[O-],264.2146249,1.856161083,8232.238446,30.97002782,4630.600401,3524.6447,723.9649762,45.52015282,186.1763988
Nc1nc2nnc([N+](=O)[O-])n2c([N+](=O)[O-])c1N,263.8731662,1.880387451,8079.768506,31.21058665,5065.015135,3355.312489,668.3883591,294.0169179,251.2709506
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])nnnc21,263.1754339,1.871161454,8714.162854,34.28931947,6317.930805,4397.494992,660.4123023,485.0991263,216.9297742
O=[N+]([O-])c1nc2c3c([N+](=O)[O-])n[nH]c3nnn2c1[N+](=O)[O-],263.1248701,1.923089856,8497.298477,33.9570172,5868.972214,3728.768763,597.9209579,527.9902028,272.7711153
Nc1c([N+](=O)[O-])nn2c(=O)[nH]nc([N+](=O)[O-])c12,263.1137526,1.941976481,8101.483677,30.93397844,4609.732045,3070.300321,646.6818857,77.72083903,249.5496802
Nc1c([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n(N)c1=O,262.916093,1.880057231,8096.804143,30.38764449,4943.112519,3323.000442,668.9911492,173.0719921,237.0368581
Nc1c2[n-]o[n-]c-2c(C=N[N+](=O)[O-])[n+](=O)[n+]1=O,262.9043154,1.878553886,8128.738272,31.53515724,5688.968296,3633.849348,621.9264958,398.3678252,171.184093
Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2N)c1=NN[N+](=O)[O-],262.8815264,1.838912617,8249.113442,32.03921758,5347.373814,3685.448356,692.8752703,354.0096073,152.8811373
Nc1noc2nc([N+](=O)[O-])c([N+](=O)[O-])n12,262.8672783,1.90899732,8576.832672,34.46525885,6068.193403,3816.56484,626.544333,197.5180899,224.6872563
O=[N+]([O-])c1nnc2nncnn12,262.8290683,1.769489187,8016.586462,30.18711855,5951.646613,3951.566144,643.8518726,640.6200223,186.9603207
Nc1c([N+](=O)[O-])nc2n(N)nc([N+](=O)[O-])n2c1=O,262.6254044,1.891597591,8094.914325,29.47944744,4948.341796,3142.885613,663.8089476,36.09302538,240.1034982
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],262.2290834,1.922885123,8740.577867,34.76075973,6099.836837,3775.771951,616.2151625,352.7744184,252.173893
Nc1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn2c1N,262.0423293,1.868207402,8008.348857,30.67332473,4713.094453,3151.685994,669.9057599,220.4761809,266.1860809
Nn1ncn2c([N+](=O)[O-])nn([N+](=O)[O-])c3nnc1n3-2,261.9886917,1.861625373,8240.02595,32.28218084,5885.709265,3896.969313,658.0642595,628.4109513,226.6712629
NN=c1c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])n1N,261.956527,1.858709824,8592.337966,33.85952188,5824.563015,3955.409151,683.9567957,188.6879614,175.7120823
Nc1nc2c([N+](=O)[O-])nnn2nc1[N+](=O)[O-],261.9379292,1.88475161,8478.684001,31.64722408,5539.305804,3549.737475,655.8841127,405.5012233,216.5086025
Nc1nc([N+](=O)[O-])c2oc([N+](=O)[O-])nn12,261.7461382,1.916154035,8462.820747,33.64613309,5736.21963,3563.7637,634.290464,143.008999,217.2737457
O=[N+]([O-])c1nonc1C1=NOC(c2cnon2)=NO1,261.3916717,1.794768978,8041.890317,28.52038904,6140.964346,3564.521701,565.232496,571.3319491,193.4210967
Nc1c([N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])n2c1=O,261.3453631,1.950391931,8161.290419,30.91685755,4552.68959,2980.25018,648.7034084,26.63272571,249.5604035
Nc1noc([N+](=O)[O-])n1,261.2666517,1.775409835,8199.753891,29.68894991,5498.649183,3536.094677,683.3164676,57.80014319,176.5029121
O=[N+]([O-])c1nn2c([N+](=O)[O-])n[nH]c2c1[N+](=O)[O-],261.1639071,1.978828194,8930.591983,38.56517131,6264.421455,3968.30341,620.3766337,291.4900207,250.184804
O=c1[nH]nnc2c([N+](=O)[O-])nc([N+](=O)[O-])n12,261.1071682,1.93122664,8469.849293,33.64065577,5509.32935,3630.64735,627.1927071,237.8917905,218.9434372
O=[N+]([O-])c1cc([N+](=O)[O-])n2nnnc2c1[N+](=O)[O-],260.9216929,1.893480216,8522.094339,34.00994703,6459.527386,3799.130917,583.7330029,388.4509304,258.4373414
Nc1c([N+](=O)[O-])nc2onc([N+](=O)[O-])n12,260.7173954,1.899333222,8465.293726,32.46883442,5779.429985,3639.459431,627.4358863,207.4121271,194.7522514
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])n[nH]c21,260.7097613,1.898256083,8360.250479,32.40860604,5571.49043,3883.628657,664.0017815,279.7024481,202.1668891
Nc1nnc2n(N)c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n12,260.6827906,1.86876647,8003.958782,29.74164953,5034.240113,3231.839597,671.0922152,141.1660745,257.9240917
Nc1c([N+](=O)[O-])[nH]c(=NN[N+](=O)[O-])n1N,260.6170815,1.833191677,8325.723041,31.1194264,4860.926584,3681.828039,753.9827481,147.3874641,205.2708045
O=[N+]([O-])c1cc([N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],260.5480745,1.89481592,8530.499254,34.17501362,6427.058639,3773.638235,583.745912,393.5240372,265.8210321
O=c1[nH]c([N+](=O)[O-])no1,260.4629567,1.883137601,8204.398265,30.33063737,5125.504344,3166.696267,619.6317675,-179.3090375,147.5786761
N=c1[nH]c(N)nc([N+](=O)[O-])c1[N+](=O)[O-],260.4207533,1.867319198,8088.356492,29.7626755,4505.398518,3171.899525,674.2774697,23.24000784,271.3214596
N=c1[nH]c(N)c([N+](=O)[O-])n1[N+](=O)[O-],260.3856496,1.859848712,8188.998752,30.43035295,4757.538499,3384.687243,693.9958278,56.18349891,238.6537948
Nc1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn2c1[N+](=O)[O-],260.3441224,1.890889537,8751.443637,35.81594412,5951.748707,3793.882592,632.1319033,366.7495691,225.2811368
O=[N+]([O-])c1c[n+](=O)o[n-]1,260.2989733,1.771825765,8775.824557,32.16718775,7111.745699,4616.161872,628.7336782,200.4649324,137.8503104
O=c1[nH]c2nnnn2nc1[N+](=O)[O-],260.2425523,1.898500477,8174.607344,31.09865623,5087.372264,3338.0216,641.254784,269.1591129,220.4658722
O=c1[nH]nc([N+](=O)[O-])c2nc([N+](=O)[O-])cn12,260.2411784,1.917631856,8060.887909,30.00500269,5004.895024,2968.659814,613.0469353,27.75333955,257.1881436
O=[N+]([O-])c1n[nH]c2nnc3n([N+](=O)[O-])ncn1-n23,260.1991805,1.894291161,8187.947304,31.6739661,5692.158591,3564.740017,628.7484526,581.1617351,227.786342
Nn1nc([N+](=O)[O-])c2ncnc([N+](=O)[O-])c21,260.1493077,1.840577457,8000.45527,28.91352848,5551.739151,3581.801704,645.031541,267.0516208,233.3252896
Nn1nc([N+](=O)[O-])c(=O)n2nc([N+](=O)[O-])nc12,260.1070159,1.878913571,8409.59336,33.45262603,5599.772088,3601.302912,661.9610321,208.5708764,198.2992572
Nn1nc([N+](=O)[O-])n2c([N+](=O)[O-])nn([N+](=O)[O-])c3nnc1n3-2,259.7011065,1.91785933,8993.809489,38.21237341,6403.975844,4245.574323,654.3937541,721.6630531,217.6337948
Nc1nn(N[N+](=O)[O-])c2nnc3n(N)nc([N+](=O)[O-])n1-n32,259.6856853,1.868564954,8310.908811,32.99682479,5732.277689,3970.957787,710.7299082,667.6250923,209.6406237
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])n[nH]c(=O)c21,259.6680315,1.917131211,8300.031221,32.31487254,5060.778678,3547.528377,646.6334835,118.8831441,224.941566
Nc1c([N+](=O)[O-])nn2c(=O)n(N)nc([N+](=O)[O-])c12,259.5925173,1.876488544,8105.593386,29.69384744,4984.876894,3193.354486,662.8121498,92.46884377,241.7517302
Nc1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn2c1[N+](=O)[O-],259.4205424,1.929553521,8781.563117,35.92896762,5757.633457,3718.380354,631.4031534,307.4276173,243.6438352
Nc1nnn2nc([N+](=O)[O-])c([N+](=O)[O-])nc12,259.4072756,1.871268864,8599.477749,33.21437273,5736.63137,3694.483228,663.7292189,438.4513657,236.1608858
Nc1c([N+](=O)[O-])n2c([N+](=O)[O-])nnc2[nH]c1=O,259.3378678,1.91674217,8144.706095,31.65456356,4645.519776,3149.709962,645.995409,87.94379626,248.5325002
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc12,259.0983252,1.952924621,8222.207409,33.39235502,5032.218401,3294.674743,611.59426,105.9483354,304.6512439
Nc1c([N+](=O)[O-])n(N)c(=NN[N+](=O)[O-])n(N)c1=O,258.8553085,1.822808571,8103.965142,30.73950279,4638.736769,3488.969615,739.7246702,95.11387801,201.910651
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])cnn12,258.8385519,1.911749277,8094.968883,30.4785967,5230.193214,3174.364886,605.7611794,122.2813653,276.0360634
Nc1nn(N[N+](=O)[O-])c2nnc3[nH]nc([N+](=O)[O-])n1-n32,258.0064162,1.894420118,8164.978518,32.05436377,5335.986476,3668.420036,693.6404937,610.5015903,208.2009013
Nn1nc([N+](=O)[O-])n2cnn(N[N+](=O)[O-])c3nnc1n3-2,257.8023596,1.840529916,8125.141102,31.12545964,5842.987985,4047.946118,689.1859992,621.264183,184.1230851
Nc1nn2c([N+](=O)[O-])c([N+](=O)[O-])nnc2c1[N+](=O)[O-],257.6265106,1.903753562,8671.697576,34.94552388,5888.04154,3678.519426,621.149863,344.8963753,222.2743515
NC1=NOC([N+](=O)[O-])=NO1,257.6165796,1.852381408,8223.469814,31.22393549,5284.518248,3270.96755,661.0893752,-10.70043976,191.024787
Nn1c([N+](=O)[O-])c([N+](=O)[O-])n(N)c1=NC=N[N+](=O)[O-],257.5825554,1.795931293,8192.490747,32.05573481,5283.707913,3816.02485,712.9074565,199.3377179,189.7439399
Nc1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2c1[N+](=O)[O-],257.5627806,1.906713217,8584.538036,35.38763863,5779.38658,3486.810263,626.6907821,264.5851596,219.2100596
O=c1nnc([N+](=O)[O-])n[nH]1,257.5400292,1.897635736,8316.274559,32.10324189,5095.648019,3377.93787,680.0203525,65.00113505,168.5017251
Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])c21,257.3386511,1.890080399,8614.942125,33.3682664,6047.043982,3918.782776,625.8564586,346.1635379,210.9334774
O=c1[nH]nc([N+](=O)[O-])nc1[N+](=O)[O-],257.0700731,1.9406274,8568.339556,34.12713649,5355.008269,3557.029179,641.0835225,4.613400601,180.7564836
O=[N+]([O-])c1n[nH]c2[nH]nc([N+](=O)[O-])c12,257.0314684,1.912484301,8354.815321,33.20819966,5376.195288,3689.390755,621.4206638,301.6916397,304.4475595
Nc1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1,256.8415584,1.872370117,8503.620501,34.60194295,5442.714634,3524.398408,667.4373526,331.6692796,248.8180648
O=[N+]([O-])c1nnc2n1c1nnc([N+](=O)[O-])n1c1nnc([N+](=O)[O-])n21,256.2082889,1.904116899,8724.079017,36.35053218,6363.857052,3911.522608,582.0746048,791.4634475,257.6241031
Nc1n[nH]c2c([N+](=O)[O-])c([N+](=O)[O-])nn12,256.1433989,1.901274921,8206.100465,32.32843966,5064.193336,3411.563371,667.604669,233.7141483,272.2558517
Nn1ncn2c([N+](=O)[O-])nn(N[N+](=O)[O-])c3nnc1n3-2,255.9167155,1.839182028,8209.827361,31.86371475,5770.47075,4037.026467,691.1771064,626.2561234,193.3828751
O=[N+]([O-])c1cc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1,255.9082712,1.884010765,8512.992905,35.07913167,6100.4708,3784.338757,604.5165182,311.789741,246.1585878
O=[N+]([O-])c1cnc2onc([N+](=O)[O-])n12,255.8910564,1.868919831,8243.038746,31.73530461,6348.741589,3934.477701,590.8313141,251.2634935,193.2130238
Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c-2n1,255.8762237,1.89465316,8770.366667,35.74935679,6307.129897,4061.214748,619.6124591,467.2034055,261.7610143
Nc1nn(N)c2nnc3n(N[N+](=O)[O-])nc([N+](=O)[O-])n1-n23,255.7839869,1.856678033,8372.513531,33.23766158,5638.700594,3945.709668,713.1684428,677.5811523,204.4623839
O=[N+]([O-])c1nc2oncn2c1[N+](=O)[O-],255.4718509,1.872775608,8334.129774,32.35273632,6365.965881,3879.987485,590.8536752,215.9486855,216.6506406
Nc1nnc2[nH]c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n12,255.4500816,1.93369646,8235.560403,31.97458108,4802.252758,3120.96696,647.8599033,91.31004387,287.1539562
Nc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n2c1[N+](=O)[O-],255.3554866,1.891711111,8707.085207,34.72443581,5747.730919,3727.130683,635.6906331,338.282321,229.1661748
O=[N+]([O-])c1nc([N+](=O)[O-])n2c([N+](=O)[O-])cnc2n1,255.2098896,1.874410766,8377.648622,33.94613076,6152.379959,3828.300174,603.5059965,334.5191208,235.9397677
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc2c1=O,255.0170648,1.91929366,8344.134442,32.55110851,5161.212141,3451.58595,651.3217584,97.92571879,225.8304519
NC1=NC(=C([N+](=O)[O-])[N+](=O)[O-])NC([N+](=O)[O-])=N1,254.9551258,1.893269011,8086.380897,32.12358233,5218.400707,3325.001805,653.5596018,63.60479493,203.6973638
Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2c1[N+](=O)[O-],254.5380836,1.905844428,8663.562419,35.3640974,5815.161167,3687.921854,625.1012702,334.2505692,213.1983779
O=[N+]([O-])c1nnc2nncn2n1,254.4648739,1.776282421,8066.883193,30.94623591,6055.552352,3909.607616,648.278652,612.4487752,193.6833708
Nc1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2c1N,254.3946045,1.861197793,8034.754474,30.22838605,4823.208537,3226.812843,668.72702,228.7917598,257.1769572
Nn1c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n1c([N+](=O)[O-])c([N+](=O)[O-])nc21,254.3848192,1.892993707,8399.962109,33.81232857,5793.117962,3544.92395,601.4825482,389.4251306,218.1384453
Nn1nnc2c([N+](=O)[O-])nc([N+](=O)[O-])n2c1=O,254.2623068,1.876115736,8586.0802,33.36273109,5698.139974,3839.250141,665.1354634,261.7294099,176.4133302
Nc1n[nH]c2nnc3n(N[N+](=O)[O-])nc([N+](=O)[O-])n1-n23,254.11363,1.896417601,8321.308112,33.58673859,5427.608036,3615.351517,694.2365403,593.2152933,197.124644
O=[N+]([O-])c1nn([N+](=O)[O-])c2nnc3[nH]ncn1-n32,254.0831522,1.899109436,8243.778912,32.4867585,5691.16149,3501.382683,632.0720583,564.0506686,210.4512639
Nn1nnc([N+](=O)[O-])c1[N+](=O)[O-],253.9255026,1.861207844,8943.503968,36.974183,6515.918303,4668.818683,703.967125,299.5205042,144.2898669
Nn1nc([N+](=O)[O-])c([N+](=O)[O-])n1,253.9162871,1.865421895,9118.606559,38.44525,6492.183511,4580.283222,708.7779957,304.7867359,180.8376793
O=[N+]([O-])c1cnc2nnc([N+](=O)[O-])n2c1[N+](=O)[O-],253.7115559,1.886061103,8465.412238,35.12740953,6355.521998,3876.63991,594.7322933,389.931273,243.7931974
Nn1c([N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc21,253.4723043,1.87318945,8422.378953,33.14521044,5783.618604,3827.287946,632.1751911,342.5906939,192.8698146
Nc1nnnc([N+](=O)[O-])c1[N+](=O)[O-],253.2918401,1.845973636,8755.187203,34.38232482,6197.249194,4192.817,669.0777215,299.802426,183.1509754
N=c1[nH]nnn1[N+](=O)[O-],253.2714662,1.858044214,8735.574928,33.99874853,5564.989558,4092.515482,736.2808476,364.6921815,149.1585331
NC1=C([N+](=O)[O-])N(N)C([N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,253.1592948,1.842959353,8205.142978,30.10078762,5308.506442,3458.531462,643.9513832,477.3157886,190.7973166
Nc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])c2o1,252.8998881,1.913997408,8551.2239,33.78060034,5700.08374,3575.963641,629.7615996,136.9561886,206.8779301
N=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],252.7125682,1.918227837,8870.2236,36.69558645,5946.363078,3848.197423,659.2660637,53.89561064,222.0718044
Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])nc21,252.6714043,1.879755354,8706.696332,34.36857013,6152.253717,3907.689774,628.3526947,349.30283,229.91217
NN=c1onc(N)n1[N+](=O)[O-],252.5857614,1.832856938,8168.164687,30.08589381,5018.957754,3621.241769,739.4285607,167.4421994,157.0472308
O=[N+]([O-])c1n[nH]c2nnc3n([N+](=O)[O-])nc([N+](=O)[O-])n1-n23,252.4867481,1.946145848,8908.502788,37.83267148,6082.545298,3871.461779,629.1030886,651.2205522,205.362425
O=[N+]([O-])c1cc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n1,252.3963121,1.881942748,8566.834673,34.90126704,6369.618963,3974.248596,601.0477426,394.2691211,238.5444521
Nc1c([N+](=O)[O-])nc2nnc([N+](=O)[O-])n2c1[N+](=O)[O-],252.3893556,1.931785708,8877.503717,36.20662456,6048.267586,3911.29534,630.1864503,383.0356683,233.0456085
O=c1[nH]c2[n-]o[n+](=O)c2nc1[N+](=O)[O-],252.2668746,1.930381241,8459.227518,32.35097819,5470.946162,3440.917983,589.6010783,71.66605344,182.0530645
Nn1c(=O)c([N+](=O)[O-])nc2c1[n-]o[n+]2=O,252.1410917,1.867917818,8297.83194,29.13596371,5667.750099,3651.855714,626.2037884,164.4600407,156.6216235
Nn1nnc2nc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c21,252.0218036,1.871265719,8697.209963,34.45351638,6213.441538,3982.091278,627.6532156,350.4536787,233.9580762
O=[N+]([O-])c1cnn2nnc([N+](=O)[O-])c2n1,251.8908452,1.852607291,8463.443614,33.01096318,6193.309698,3936.445798,627.6180063,476.7614662,200.9414632
Nn1c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc12,251.6623507,1.904000703,8522.000379,33.76416326,5968.787456,3869.872123,651.2307481,304.7834946,186.3289972
O=[N+]([O-])c1nnc2nnc([N+](=O)[O-])n2n1,251.5857136,1.897186464,8983.764207,38.06562652,6522.72561,4295.092515,637.1399864,608.9690161,198.183579
Nn1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c21,251.574798,1.866907273,8524.316049,34.18562209,5837.95449,3846.003075,636.1074178,356.1237845,196.651525
Nn1nnc2c([N+](=O)[O-])nc([N+](=O)[O-])c([N+](=O)[O-])c21,251.3029259,1.889269852,8646.777444,33.52279101,6067.885286,3913.945445,626.7442594,347.8849152,210.9528973
N=c1[nH]c([N+](=O)[O-])nc([N+](=O)[O-])c1[N+](=O)[O-],251.1258701,1.896540195,8543.7889,34.14405787,5413.972024,3500.767208,627.939402,20.21201575,202.9517618
Nc1c([N+](=O)[O-])nnnc1[N+](=O)[O-],251.0320694,1.863066391,8785.466416,34.17259725,6037.479516,4178.358519,670.1936464,306.2982082,177.363946
O=[N+]([O-])c1nn2c([N+](=O)[O-])cnnc2c1[N+](=O)[O-],251.0129209,1.854025568,8540.99979,35.82543223,6512.864643,3949.332121,600.438089,412.4640503,235.0918457
O=c1c([N+](=O)[O-])n[nH]c2nc([N+](=O)[O-])nn12,251.0020755,1.947062757,8516.477019,35.20893672,5344.349805,3319.794884,628.7741003,155.8116251,215.8710882
O=[N+]([O-])c1nc2ncc([N+](=O)[O-])c([N+](=O)[O-])n2n1,250.9962106,1.883423064,8356.21806,34.81441089,6120.669277,3644.446103,596.6709327,302.136671,252.8598111
Nc1c([N+](=O)[O-])nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,250.9027575,1.907794333,8652.381125,34.95133032,5880.308964,3676.586529,623.7728907,339.7165096,227.4202679
O=[N+]([O-])c1c2nn[nH]nc-2c([N+](=O)[O-])c1[N+](=O)[O-],250.8259569,1.958814503,8846.813806,37.00382398,6353.632336,3783.321849,585.9381195,434.2741962,276.5758165
Nc1nn(N)c(=O)n2c([N+](=O)[O-])c([N+](=O)[O-])nc12,250.7749375,1.879461721,8060.649371,29.34750569,4791.7994,3181.307854,672.5088989,66.93278896,229.9447074
Nc1nn2c([N+](=O)[O-])nnc2c([N+](=O)[O-])c1[N+](=O)[O-],250.396758,1.897031368,8761.545296,35.47985615,6069.845864,3808.020212,622.3083644,374.4032565,228.6531124
Nn1c(=O)c([N+](=O)[O-])c([N+](=O)[O-])c2n[nH]nc21,250.3656197,1.909839031,8187.503871,31.04090219,5017.219705,3103.086945,635.1097384,114.0655225,259.3001613
O=[N+]([O-])c1nc2nn[nH]c2c([N+](=O)[O-])c1[N+](=O)[O-],250.3375958,1.941035711,8631.704368,35.16959617,5887.429891,3653.833373,588.6704623,308.7048075,278.6503503
Nc1nc([N+](=O)[O-])nc2nc([N+](=O)[O-])nn12,250.1353128,1.885998993,8387.92729,33.93192246,5206.302835,3417.413947,664.196105,306.5180059,259.5238004
Nn1c([N+](=O)[O-])c([N+](=O)[O-])[nH]c1=NC=N[N+](=O)[O-],250.1110309,1.847633234,8221.362978,32.42526481,5145.92917,3707.835075,694.9389253,132.1221919,181.4433985
O=[N+]([O-])c1nc([N+](=O)[O-])c2nn[nH]c2c1[N+](=O)[O-],249.9983318,1.950674863,8637.980623,35.80980686,5931.059627,3622.520838,594.4153758,339.9037934,263.9616116
Nn1nc([N+](=O)[O-])c2c1nc([N+](=O)[O-])n1c(=O)[nH]c(=O)n21,249.9640179,1.953138429,8012.96959,30.8948647,4387.148755,2901.374324,626.3188191,-44.04003097,249.3376868
Nn1c([N+](=O)[O-])c([N+](=O)[O-])c2c1nc([N+](=O)[O-])n1nnnc21,249.8400712,1.883772771,8402.229891,33.09075781,5989.845175,3620.046526,604.5971287,504.1090965,226.6509261
O=c1[nH]c2nnnn2c([N+](=O)[O-])c1[N+](=O)[O-],249.7477865,1.951481073,8636.637595,35.07048596,5857.475292,3648.740086,617.3496143,227.6298369,229.6085212
O=[N+]([O-])N=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])[nH]1,249.60618,1.922825723,8609.758539,36.36026585,5566.734791,3773.3424,666.7702545,11.99291479,206.5127848
Nc1nc([N+](=O)[O-])c2c([N+](=O)[O-])nn(N)c2n1,249.5357017,1.850920615,8021.657599,29.06325788,5106.885578,3425.866203,669.8290572,240.640106,260.6393645
Nn1c([N+](=O)[O-])nn2c(=O)nc([N+](=O)[O-])nc12,249.4760217,1.888787464,8303.71053,32.93356274,5191.162766,3421.77375,661.2923342,105.5981109,212.0391138
Nn1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn2c1=O,249.4751036,1.884102159,8268.419285,33.18476927,5165.920401,3424.575638,655.7170919,131.6188518,208.2622131
O=[N+]([O-])c1nnc2[nH]nc([N+](=O)[O-])c2n1,249.3698497,1.900875576,8366.192417,33.18101085,5509.974317,3616.562427,618.7687912,373.6916656,217.5834084
O=[N+]([O-])c1nnnc2[nH]nc([N+](=O)[O-])c12,249.2739674,1.918161243,8675.663314,35.16781416,5981.871731,4084.13749,622.5643172,508.336573,255.8812353
O=c1[nH]c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn12,249.0255738,1.963418825,8175.084117,33.86354119,4855.880709,3125.084236,621.5633863,68.01047303,234.4571556
O=[N+]([O-])C1=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C([N+](=O)[O-])N1,248.8106982,1.883841859,8520.903466,33.80067817,5832.086817,3602.132125,590.1053054,413.7046413,159.370235
O=c1[nH]nc([N+](=O)[O-])c2cc([N+](=O)[O-])nn12,248.472615,1.916495174,8046.156121,30.00493959,5164.070935,3094.977117,607.6104208,52.12110703,254.4090893
Nc1n[nH]c(=O)n2c([N+](=O)[O-])c([N+](=O)[O-])nc12,248.0949879,1.929821161,8148.168689,31.25401302,4610.066908,3027.406474,649.4418276,45.61507774,235.4202045
Nn1nc([N+](=O)[O-])n2c([N+](=O)[O-])nn(N[N+](=O)[O-])c3nnc1n3-2,247.9794575,1.901524087,8793.449115,36.80411657,6360.927495,4378.075271,676.7672028,697.9419163,174.391147
Nc1nn(N)c(=O)n2nc([N+](=O)[O-])c([N+](=O)[O-])c12,247.9741979,1.857234317,8069.17704,30.17081618,4890.85199,3228.346648,667.2871602,81.86860088,249.8575955
Nc1nn2c([N+](=O)[O-])nn([N+](=O)[O-])c2c1[N+](=O)[O-],247.9112655,1.92360142,9015.87777,37.64598038,6198.31446,4040.872323,640.1047748,340.8364313,191.7573188
Nn1c([N+](=O)[O-])nn2c([N+](=O)[O-])nc([N+](=O)[O-])c2c1=O,247.9069653,1.901445924,8528.252083,33.99213209,5725.775289,3660.389965,626.4544708,186.0124054,175.9027889
NN=c1[nH]c([N+](=O)[O-])nc([N+](=O)[O-])c1[N+](=O)[O-],247.6516425,1.915760403,8626.986643,34.91693846,5517.205744,3668.988918,667.5793987,140.9743002,205.0843112
O=c1[nH]cc([N+](=O)[O-])c2nnc([N+](=O)[O-])n12,247.6224396,1.912264203,8049.720557,30.74585662,5116.350853,3087.457331,600.9404724,71.55151216,244.1229085
Nn1c([N+](=O)[O-])nn2c(=O)c([N+](=O)[O-])c([N+](=O)[O-])nc12,247.5947493,1.893835671,8460.578427,34.37692083,5721.895399,3506.427343,622.9158671,129.7068142,196.1156692
Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nnc21,247.5722212,1.847935725,8383.090448,32.54365819,5935.105497,3926.868188,661.5558622,404.1025536,199.2667554
O=[N+]([O-])Nn1ncn2c([N+](=O)[O-])n[nH]c3nnc1n3-2,247.3475315,1.884638596,8125.502698,30.80390055,5466.239124,3621.447978,659.1776527,559.7142724,188.1416564
