smiles,BDE_pred,D_pred
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc(C=N[N+](=O)[O-])n2c([N+](=O)[O-])nnc12,128,8150
O=[N+]([O-])N=c1c2ncncc2nc([N+](=O)[O-])n1[N+](=O)[O-],126,8150
NN=c1c2c(nc([N+](=O)[O-])n1C=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],125,8150
Nn1ncn2nc(N[N+](=O)[O-])c([N+](=O)[O-])c12,123,8150
O=[N+]([O-])N=Cc1c([N+](=O)[O-])c(C=N[N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],148,8149
Nc1nc2n([N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])c(=O)n2n1,147,8149
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c1=O,135,8149
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c1=O,135,8149
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])c2c([N+](=O)[O-])n([N+](=O)[O-])nc2n1,133,8149
Nn1c([N+](=O)[O-])nc2c(C=N[N+](=O)[O-])nc([N+](=O)[O-])nc2c1=NN[N+](=O)[O-],130,8149
Nc1c([N+](=O)[O-])nc2c3nc(N[N+](=O)[O-])n([N+](=O)[O-])c3nc(N[N+](=O)[O-])n12,129,8149
NC1=C(N)N([N+](=O)[O-])C([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,128,8149
O=[N+]([O-])Nn1cnc2noc([N+](=O)[O-])c21,127,8149
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])[nH]c([N+](=O)[O-])nc12,125,8149
O=[N+]([O-])N=CC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=CN1N[N+](=O)[O-],122,8149
Nc1nc2c(=NN[N+](=O)[O-])n(N)c([N+](=O)[O-])nc2n1N[N+](=O)[O-],166,8148
O=[N+]([O-])N=Cc1nn2c([N+](=O)[O-])nnc2c([N+](=O)[O-])c1C=N[N+](=O)[O-],163,8148
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])n2nc([N+](=O)[O-])cc12,157,8148
N=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],150,8148
N=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],150,8148
O=[N+]([O-])N=CC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C=C(N[N+](=O)[O-])C1=C1N=NN=N1,130,8148
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C2=NC(=NC=N[N+](=O)[O-])C(=NN[N+](=O)[O-])N21,123,8148
Nc1n[nH]c(=O)c2nn([N+](=O)[O-])c([N+](=O)[O-])c12,217,8147
Nc1nn(N)c2c([N+](=O)[O-])c(N[N+](=O)[O-])nn12,148,8147
Nc1nn2c(=O)n([N+](=O)[O-])nc([N+](=O)[O-])c2c1C=N[N+](=O)[O-],147,8147
O=[N+]([O-])N=Cc1nn(C=N[N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nn12,140,8147
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-])n1[N+](=O)[O-],136,8147
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-])n1[N+](=O)[O-],136,8147
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2n1,131,8147
NN1C(C=N[N+](=O)[O-])=C(N[N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1C=N[N+](=O)[O-],126,8147
O=c1[nH]c2nc([N+](=O)[O-])[nH]c2c(=NN[N+](=O)[O-])n1[N+](=O)[O-],123,8147
O=c1[nH]c2nc([N+](=O)[O-])[nH]c2c(=NN[N+](=O)[O-])n1[N+](=O)[O-],123,8147
Nc1nc2c(c(=NN[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-])n1[N+](=O)[O-],121,8147
Nc1nc2c(c(=NN[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-])n1[N+](=O)[O-],121,8147
Nn1nc2c(=O)n(N)nc([N+](=O)[O-])c2c1[N+](=O)[O-],288,8146
Nc1nnc2nc([N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,197,8146
O=[N+]([O-])N=Cc1c2[n-]o[n-]c-2c[n+](=O)[n+]1=O,179,8146
Nc1nc2[nH]c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n1[N+](=O)[O-],157,8146
NC1=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C(N)=C([N+](=O)[O-])C1=C1N=NN=N1,148,8146
NC1=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C([N+](=O)[O-])=CC1=C1N=NN=N1,146,8146
Nc1nc([N+](=O)[O-])c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2n1,140,8146
N=c1c2nc(N[N+](=O)[O-])[nH]c2nc(N[N+](=O)[O-])n1[N+](=O)[O-],129,8146
Nc1nc(N[N+](=O)[O-])n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])nc1-2,129,8146
O=[N+]([O-])N=Cc1nn(C=N[N+](=O)[O-])c2c([N+](=O)[O-])nc([N+](=O)[O-])nc12,128,8146
O=[N+]([O-])NC1=CN(N[N+](=O)[O-])C=C(N[N+](=O)[O-])C1=C1N=NN=N1,128,8146
Nn1c(=O)n(C=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=NN[N+](=O)[O-])c21,124,8146
Nc1cnc2nnc([N+](=O)[O-])n2c1[N+](=O)[O-],259,8145
Nc1c([N+](=O)[O-])c(=O)n([N+](=O)[O-])c2nnc(C=N[N+](=O)[O-])n12,177,8145
Nc1nc2nc([N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2n1,163,8145
NC1=C([N+](=O)[O-])N(C=N[N+](=O)[O-])C([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,159,8145
N=c1c2nc(C=N[N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],155,8145
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(N)c(=O)n1[N+](=O)[O-],139,8145
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc(C=N[N+](=O)[O-])n2nc([N+](=O)[O-])nc12,135,8145
NN=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],123,8145
Nn1c(=O)[nH]c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c21,162,8144
Nc1c(N)n2c([N+](=O)[O-])nnc2n(N[N+](=O)[O-])c1=O,160,8144
Nc1nc2nnn([N+](=O)[O-])c2c(=O)n1[N+](=O)[O-],160,8144
Nc1c([N+](=O)[O-])nc(C=N[N+](=O)[O-])n2c([N+](=O)[O-])nnc12,150,8144
N=c1c2nc(N)n([N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],149,8144
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],147,8144
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],147,8144
Nc1nc2c(=N[N+](=O)[O-])[nH]c(=O)n([N+](=O)[O-])c2n1C=N[N+](=O)[O-],143,8144
O=c1n(N[N+](=O)[O-])c2nc3[nH]c(=O)n([N+](=O)[O-])c3nc2n1N[N+](=O)[O-],137,8144
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2ncn1[N+](=O)[O-],136,8144
O=[N+]([O-])N=Cc1nc2c(nc(C=N[N+](=O)[O-])n3c([N+](=O)[O-])c([N+](=O)[O-])nc23)n1[N+](=O)[O-],173,8143
Nc1c([N+](=O)[O-])nn2c(N[N+](=O)[O-])n[nH]c12,161,8143
O=c1n(C=N[N+](=O)[O-])nc(C=N[N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nn12,161,8143
O=[N+]([O-])N=Cc1nn([N+](=O)[O-])c2nc3c(c([N+](=O)[O-])nn3[N+](=O)[O-])c(C=N[N+](=O)[O-])c12,155,8143
N=C1C(=NN[N+](=O)[O-])N=C2N(N)C([N+](=O)[O-])=C([N+](=O)[O-])N12,145,8143
Nc1nn(C=N[N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nc12,144,8143
O=c1c2c(c(C=N[N+](=O)[O-])nn2[N+](=O)[O-])c([N+](=O)[O-])nn1C=N[N+](=O)[O-],133,8143
Nc1nc2c(=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c2[nH]1,127,8143
O=c1[nH]c(=O)n([N+](=O)[O-])c2c1n([N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],124,8143
NN1C(N[N+](=O)[O-])=C(C=N[N+](=O)[O-])C(=C2N=NN=N2)C(C=N[N+](=O)[O-])=C1N[N+](=O)[O-],123,8143
NC1=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C=C([N+](=O)[O-])C1=C1N=NN=N1,121,8143
Nc1nn2c([N+](=O)[O-])c([N+](=O)[O-])nnc2c1N,276,8142
O=[N+]([O-])N=Cc1c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2nnnc2c1[N+](=O)[O-],170,8142
O=c1[nH]c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2[nH]1,163,8142
Nc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n1N,158,8142
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])nn12,141,8142
O=c1n([N+](=O)[O-])nc([N+](=O)[O-])c2c(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nn12,141,8142
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nc12,130,8142
NN=c1c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2ncn1[N+](=O)[O-],125,8142
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2c1c([N+](=O)[O-])nn2C=N[N+](=O)[O-],120,8142
O=[N+]([O-])N=Cc1n[nH]c2nnc3n(C=N[N+](=O)[O-])nc([N+](=O)[O-])n1-n23,175,8141
Nc1nc([N+](=O)[O-])c2nnn([N+](=O)[O-])c2c1C=N[N+](=O)[O-],166,8141
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2ncnc-2n1[N+](=O)[O-],165,8141
NC1=C([N+](=O)[O-])N2C(=NN[N+](=O)[O-])C(=NN[N+](=O)[O-])N=C2N1N,150,8141
Nn1nc(C=N[N+](=O)[O-])c2c([N+](=O)[O-])nc([N+](=O)[O-])nc21,150,8141
N=C1N=C2N(N)C([N+](=O)[O-])=C([N+](=O)[O-])N2C1=NN[N+](=O)[O-],149,8141
O=c1[nH]c2[nH]c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],149,8141
NC1=C([N+](=O)[O-])N(C=N[N+](=O)[O-])C(N[N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,145,8141
Nc1nc2n([N+](=O)[O-])c(=O)c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2n1,142,8141
NN=c1[nH]cnc2c1n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],133,8141
O=[N+]([O-])N=Cc1c([N+](=O)[O-])n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n3nnnc3c12,130,8141
Nc1nc2c3c(N[N+](=O)[O-])nn([N+](=O)[O-])c3nnn2c1[N+](=O)[O-],126,8141
O=[N+]([O-])N=Cc1nn([N+](=O)[O-])c2cc([N+](=O)[O-])nn12,126,8141
Nc1nn([N+](=O)[O-])c2c1c(=O)n(C=N[N+](=O)[O-])c(=O)n2[N+](=O)[O-],125,8141
Nc1n[nH]c2nnc3n(C=N[N+](=O)[O-])nc(N[N+](=O)[O-])n1-n23,124,8141
NN=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],121,8141
Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2N)c1=N[N+](=O)[O-],207,8140
NN=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2nc(N)n1[N+](=O)[O-],190,8140
Nc1nnc2n1c1nnc([N+](=O)[O-])n1c1nnc(N[N+](=O)[O-])n21,163,8140
O=[N+]([O-])N=Cc1nn(C=N[N+](=O)[O-])c2nc3c(c([N+](=O)[O-])nn3[N+](=O)[O-])c([N+](=O)[O-])c12,163,8140
Nc1nnc2n1c1nnc(N[N+](=O)[O-])n1c1nnc([N+](=O)[O-])n21,162,8140
Nc1c([N+](=O)[O-])nc(C=N[N+](=O)[O-])n2nc([N+](=O)[O-])nc12,156,8140
NC1=C([N+](=O)[O-])N(N)C2=NC(=NN[N+](=O)[O-])C(=NN[N+](=O)[O-])N21,154,8140
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C(N)N1[N+](=O)[O-],146,8140
Nn1nc([N+](=O)[O-])c2c(N[N+](=O)[O-])n[nH]c2c1=O,139,8140
Nn1c([N+](=O)[O-])nc2c(c1=NN[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],131,8140
NN1C([N+](=O)[O-])=CC(=C2N=NN=N2)C([N+](=O)[O-])=C1[N+](=O)[O-],196,8139
NN1C([N+](=O)[O-])=CC(=C2N=NN=N2)C([N+](=O)[O-])=C1N[N+](=O)[O-],164,8139
Nc1nc2c([N+](=O)[O-])n[nH]c(=O)n2c1N[N+](=O)[O-],155,8139
N=c1c2[nH]c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],148,8139
Nc1nn(C=N[N+](=O)[O-])c(=O)c2c1c([N+](=O)[O-])nn2[N+](=O)[O-],145,8139
O=c1c2nc3c([N+](=O)[O-])c(N[N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],140,8139
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1N[N+](=O)[O-],135,8139
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1N[N+](=O)[O-],135,8139
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n1,131,8139
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1,129,8139
N=c1c2nc(N[N+](=O)[O-])n([N+](=O)[O-])c2n(N)c(=O)n1N[N+](=O)[O-],123,8139
Nc1nn(C=N[N+](=O)[O-])c2nnc3[nH]nc(N[N+](=O)[O-])n1-n32,121,8139
O=[N+]([O-])N=CC1=C([N+](=O)[O-])NC([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,145,8138
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc(C=N[N+](=O)[O-])c2c1nnn2[N+](=O)[O-],138,8138
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1C=N[N+](=O)[O-],137,8138
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1C=N[N+](=O)[O-],137,8138
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1C=N[N+](=O)[O-],135,8138
NC1=C(N[N+](=O)[O-])N([N+](=O)[O-])C([N+](=O)[O-])=C(N)C1=C1N=NN=N1,128,8138
Nc1nn(N)c2c(N[N+](=O)[O-])c([N+](=O)[O-])nn12,126,8138
O=[N+]([O-])NN=c1c2nc([N+](=O)[O-])[nH]c2ncn1[N+](=O)[O-],126,8138
O=c1[nH]c2nc3c(nc2n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n3[N+](=O)[O-],125,8138
Nc1nc2c(c(=NC=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-])n1[N+](=O)[O-],121,8138
Nc1nc2c(c(=NC=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-])n1[N+](=O)[O-],121,8138
NC1=C([N+](=O)[O-])N(N)C([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,215,8137
Nc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c-2n1,213,8137
Nc1nc2n([N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])c(=O)n2n1,164,8137
O=[N+]([O-])N=CN=c1c2nc(C=N[N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],150,8137
NN=c1c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],146,8137
NN=c1c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],146,8137
Nn1c(=O)c2c(n(N[N+](=O)[O-])c1=O)n([N+](=O)[O-])c(=O)n2N,142,8137
Nn1nc2c(=O)[nH]nc(N[N+](=O)[O-])c2c1[N+](=O)[O-],134,8137
O=c1[nH]c(=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c2n1[N+](=O)[O-],131,8137
O=c1c2[nH]c(N[N+](=O)[O-])nc2nc([N+](=O)[O-])n1N[N+](=O)[O-],121,8137
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C(N)=C([N+](=O)[O-])C1=C1N=NN=N1,218,8136
N=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2ncn1[N+](=O)[O-],192,8136
Nc1nc2nc([N+](=O)[O-])nn2c([N+](=O)[O-])c1C=N[N+](=O)[O-],183,8136
Nn1c(C=N[N+](=O)[O-])nc2c([N+](=O)[O-])nn([N+](=O)[O-])c2c1=O,181,8136
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C=C(N[N+](=O)[O-])C1=C1N=NN=N1,168,8136
Nc1nc2c(nc([N+](=O)[O-])n2N)c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],142,8136
Nc1nn([N+](=O)[O-])c2c(=O)n(C=N[N+](=O)[O-])nc([N+](=O)[O-])c12,137,8136
N=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2N,135,8136
Nn1c([N+](=O)[O-])nc2c(=N[N+](=O)[O-])[nH]c(=O)n(N[N+](=O)[O-])c21,130,8136
NN=c1c2nc([N+](=O)[O-])ncc2nc([N+](=O)[O-])n1N[N+](=O)[O-],125,8136
Nc1nc([N+](=O)[O-])nc2c(=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc12,122,8136
O=c1n(C=N[N+](=O)[O-])c2nc3c(nc2n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n3N[N+](=O)[O-],122,8136
O=c1c(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1N[N+](=O)[O-],120,8136
O=c1[nH]c2nnnn2nc1[N+](=O)[O-],265,8135
Nc1[nH]nc2c(=O)n([N+](=O)[O-])nc([N+](=O)[O-])c12,188,8135
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2nonc12,156,8135
Nc1nc2c(nc(N)n2[N+](=O)[O-])c(=NN[N+](=O)[O-])n1[N+](=O)[O-],153,8135
Nn1nc(N[N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc2c1=O,152,8135
NN=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],147,8135
O=c1[nH]c(N[N+](=O)[O-])nc2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,130,8135
O=c1n([N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2n1C=N[N+](=O)[O-],130,8135
O=c1[nH]c2[nH]c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n1[N+](=O)[O-],125,8135
NN1C(C=N[N+](=O)[O-])=C([N+](=O)[O-])C(=C2N=NN=N2)C(C=N[N+](=O)[O-])=C1N[N+](=O)[O-],124,8135
N=c1c2nc(N)nc([N+](=O)[O-])c2nc(N[N+](=O)[O-])n1[N+](=O)[O-],122,8135
Nc1c([N+](=O)[O-])c2nnc([N+](=O)[O-])n2c(=O)n1N,283,8134
Nc1c([N+](=O)[O-])nn2c([N+](=O)[O-])nnc2c1C=N[N+](=O)[O-],186,8134
Nn1c(=O)c2c(c([N+](=O)[O-])nn2C=N[N+](=O)[O-])n([N+](=O)[O-])c1=O,153,8134
O=c1c2c(c([N+](=O)[O-])nn1C=N[N+](=O)[O-])c([N+](=O)[O-])nn2C=N[N+](=O)[O-],145,8134
Nn1c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c(=O)[nH]c21,140,8134
O=c1n(C=N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc2n1N[N+](=O)[O-],131,8134
O=c1nc(N[N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,127,8134
NN=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(C=N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],120,8134
N=c1c2nc(N)nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],189,8133
Nc1nc(C=N[N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nn12,149,8133
NN1C([N+](=O)[O-])=CN2C(=NN[N+](=O)[O-])C(=NN[N+](=O)[O-])N=C12,133,8133
Nn1c(N[N+](=O)[O-])nc([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])nc1-2,127,8133
O=c1[nH]c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n1N[N+](=O)[O-],127,8133
O=c1[nH]c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2c(=NC=N[N+](=O)[O-])n1N[N+](=O)[O-],127,8133
O=c1c2[nH]c(=O)n(C=N[N+](=O)[O-])c2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],125,8133
Nn1nc(C=N[N+](=O)[O-])c2nn(C=N[N+](=O)[O-])nc2c1=NN[N+](=O)[O-],123,8133
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],122,8133
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],122,8133
O=c1[nH]c2c(=NC=N[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc2n1N[N+](=O)[O-],122,8133
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc12,232,8132
Nc1nnc2c([N+](=O)[O-])cn([N+](=O)[O-])c(=O)n12,221,8132
Nc1c(C=N[N+](=O)[O-])nn2c([N+](=O)[O-])nnc2c1[N+](=O)[O-],217,8132
Nn1nc([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c21,165,8132
Nn1c([N+](=O)[O-])nc2c1c(=NN[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-],150,8132
Nn1c([N+](=O)[O-])nc2c1c(=NN[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-],150,8132
Nc1nn(N)c2c(=O)n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c12,144,8132
NC1=C(N[N+](=O)[O-])N(N)C([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,136,8132
O=c1[nH]c2nc([N+](=O)[O-])[nH]c(=N[N+](=O)[O-])c2n1N[N+](=O)[O-],121,8132
O=c1[nH]c(N[N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],120,8132
O=c1c2c([nH]c(=O)n2C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1N[N+](=O)[O-],120,8132
O=[N+]([O-])N=Cc1nc2c3nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c3nc([N+](=O)[O-])n2c1[N+](=O)[O-],180,8131
Nn1c(=O)n(N)c2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,177,8131
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(N[N+](=O)[O-])c(=O)n1N,163,8131
O=c1c(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nc2n([N+](=O)[O-])nc([N+](=O)[O-])n12,143,8131
O=c1c2nn([N+](=O)[O-])c(C=N[N+](=O)[O-])c2c([N+](=O)[O-])nn1C=N[N+](=O)[O-],137,8131
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],134,8131
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],134,8131
Nn1c(=O)n([N+](=O)[O-])c2nc3c(nc21)n(N[N+](=O)[O-])c(=O)n3N[N+](=O)[O-],131,8131
Nn1nc([N+](=O)[O-])c2c(N[N+](=O)[O-])c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc21,130,8131
Nc1c([N+](=O)[O-])nc2c3nc([N+](=O)[O-])n(N[N+](=O)[O-])c3nc(N[N+](=O)[O-])n12,128,8131
NC1=C([N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=CN1N[N+](=O)[O-],124,8131
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c2nnn(N[N+](=O)[O-])c2c1C=N[N+](=O)[O-],122,8131
NN=C1C(=N[N+](=O)[O-])N=C2NC([N+](=O)[O-])=C([N+](=O)[O-])N21,121,8131
O=c1[nH]nc(N[N+](=O)[O-])c2c([N+](=O)[O-])cnn12,121,8131
O=[N+]([O-])c1nnc2n1c1nncn1c1nnc([N+](=O)[O-])n12,264,8130
Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2c1N,220,8130
